State,District,Season,forecast_T_Avg,forecast_R_Total,T_Avg_anomaly_z,R_Total_anomaly_z,Climate_Label,method_T_Avg,method_R_Total,history_years,status
Gujarat,Panchmahal,Summer,31.997,173.73,0.395,0.019,Normal,prophet,prophet,27,ok
Gujarat,Panchmahal,Whole Year,26.721,1228.53,-0.629,0.613,Normal,prophet,prophet,26,ok
Gujarat,Panchmahal,Winter,21.98,16.44,-0.426,0.287,Normal,prophet,prophet,26,ok
Gujarat,Patan,Autumn,26.276,462.41,-0.834,0.405,Normal,prophet,prophet,26,ok
Gujarat,Patan,Kharif,28.884,808.0,-1.055,0.46,Cooler than normal,prophet,prophet,26,ok
Gujarat,Patan,Rabi,23.55,40.42,0.302,0.254,Normal,prophet,prophet,26,ok
Gujarat,Patan,Summer,32.268,113.78,0.107,0.175,Normal,prophet,prophet,27,ok
Gujarat,Patan,Whole Year,27.118,844.84,-0.595,0.471,Normal,prophet,prophet,26,ok
Gujarat,Patan,Winter,21.507,13.86,0.231,0.143,Normal,prophet,prophet,26,ok
Gujarat,Porbandar,Autumn,26.258,545.58,-0.661,0.259,Normal,prophet,prophet,26,ok
Gujarat,Porbandar,Kharif,27.892,1308.36,-0.803,0.936,Normal,prophet,prophet,26,ok
Gujarat,Porbandar,Rabi,24.431,60.64,0.076,0.487,Normal,prophet,prophet,26,ok
Gujarat,Porbandar,Summer,30.1,158.15,1.243,0.059,Hotter than normal,prophet,prophet,27,ok
Gujarat,Porbandar,Whole Year,26.872,1332.58,0.523,0.924,Normal,prophet,prophet,26,ok
Gujarat,Porbandar,Winter,22.861,10.11,-0.152,0.118,Normal,prophet,prophet,26,ok
Gujarat,Rajkot,Autumn,26.136,493.51,-0.549,0.306,Normal,prophet,prophet,26,ok
Gujarat,Rajkot,Kharif,28.182,914.08,-0.931,0.405,Normal,prophet,prophet,26,ok
Gujarat,Rajkot,Rabi,23.639,49.81,0.298,0.382,Normal,prophet,prophet,26,ok
Gujarat,Rajkot,Summer,30.859,161.72,0.65,0.114,Normal,prophet,prophet,27,ok
Gujarat,Rajkot,Whole Year,26.782,946.38,0.307,0.433,Normal,prophet,prophet,26,ok
Gujarat,Rajkot,Winter,21.74,8.29,0.15,0.101,Normal,prophet,prophet,26,ok
Gujarat,Sabarkantha,Autumn,24.475,518.97,-1.239,0.342,Cooler than normal,prophet,prophet,26,ok
Gujarat,Sabarkantha,Kharif,27.141,908.92,-1.237,0.433,Cooler than normal,prophet,prophet,26,ok
Gujarat,Sabarkantha,Rabi,22.515,55.7,-0.011,0.547,Normal,prophet,prophet,26,ok
Gujarat,Sabarkantha,Summer,31.309,137.35,0.16,0.255,Normal,prophet,prophet,27,ok
Gujarat,Sabarkantha,Whole Year,25.876,953.25,-0.726,0.454,Normal,prophet,prophet,26,ok
Gujarat,Sabarkantha,Winter,20.602,16.7,-0.111,0.224,Normal,prophet,prophet,26,ok
Gujarat,Surat,Autumn,25.638,764.55,-0.845,0.017,Normal,prophet,prophet,26,ok
Gujarat,Surat,Kharif,27.482,1679.17,-0.263,0.321,Normal,prophet,prophet,26,ok
Gujarat,Surat,Rabi,25.244,101.01,0.016,0.334,Normal,prophet,prophet,26,ok
Gujarat,Surat,Summer,31.386,235.66,1.165,-0.397,Hotter than normal,prophet,prophet,27,ok
Gujarat,Surat,Whole Year,27.225,1771.85,0.015,0.479,Normal,prophet,prophet,26,ok
Gujarat,Surat,Winter,23.781,24.14,-0.296,0.092,Normal,prophet,prophet,26,ok
Gujarat,Surendranagar,Autumn,26.363,437.07,-0.864,0.21,Normal,prophet,prophet,26,ok
Gujarat,Surendranagar,Kharif,28.912,774.6,-1.027,0.244,Cooler than normal,prophet,prophet,26,ok
Gujarat,Surendranagar,Rabi,23.716,44.47,0.064,0.318,Normal,prophet,prophet,26,ok
Gujarat,Surendranagar,Summer,32.602,145.66,0.403,0.185,Normal,prophet,prophet,27,ok
Gujarat,Surendranagar,Whole Year,27.273,819.73,-0.529,0.304,Normal,prophet,prophet,26,ok
Gujarat,Surendranagar,Winter,21.508,11.74,-0.185,0.276,Normal,prophet,prophet,26,ok
Gujarat,Tapi,Autumn,24.176,680.98,-0.9,0.049,Normal,prophet,prophet,26,ok
Gujarat,Tapi,Kharif,26.097,1409.94,-0.206,0.152,Normal,prophet,prophet,26,ok
Gujarat,Tapi,Rabi,24.162,98.57,0.203,0.383,Normal,prophet,prophet,26,ok
Gujarat,Tapi,Summer,30.381,202.75,0.959,-0.417,Normal,prophet,prophet,27,ok
Gujarat,Tapi,Whole Year,26.08,1505.28,0.159,0.318,Normal,prophet,prophet,26,ok
Gujarat,Tapi,Winter,22.78,27.17,-0.032,0.204,Normal,prophet,prophet,26,ok
Gujarat,Vadodara,Autumn,25.481,534.64,-1.272,0.171,Cooler than normal,prophet,prophet,26,ok
Gujarat,Vadodara,Kharif,28.139,984.74,-0.997,0.16,Normal,prophet,prophet,26,ok
Gujarat,Vadodara,Rabi,23.667,72.66,-0.317,0.67,Normal,prophet,prophet,26,ok
Gujarat,Vadodara,Summer,32.638,183.45,0.466,0.08,Normal,prophet,prophet,27,ok
Gujarat,Vadodara,Whole Year,26.964,1077.32,-0.783,0.404,Normal,prophet,prophet,26,ok
Gujarat,Vadodara,Winter,21.461,14.26,-0.718,0.23,Normal,prophet,prophet,26,ok
Gujarat,Valsad,Autumn,25.285,881.04,-0.773,-0.041,Normal,prophet,prophet,26,ok
Gujarat,Valsad,Kharif,26.874,1956.4,-0.171,0.206,Normal,prophet,prophet,26,ok
Gujarat,Valsad,Rabi,25.406,119.66,0.347,0.372,Normal,prophet,prophet,26,ok
Gujarat,Valsad,Summer,30.721,286.67,1.252,-0.406,Hotter than normal,prophet,prophet,27,ok
Gujarat,Valsad,Whole Year,26.947,2064.84,0.294,0.372,Normal,prophet,prophet,26,ok
Gujarat,Valsad,Winter,24.173,26.9,-0.039,0.106,Normal,prophet,prophet,26,ok
Haryana,Ambala,Autumn,24.102,607.29,-0.05,0.504,Normal,prophet,prophet,26,ok
Haryana,Ambala,Kharif,27.747,1159.76,-0.618,0.581,Normal,prophet,prophet,26,ok
Haryana,Ambala,Rabi,18.271,192.85,0.558,0.362,Normal,prophet,prophet,26,ok
Haryana,Ambala,Summer,28.85,286.56,0.255,0.146,Normal,prophet,prophet,27,ok
Haryana,Ambala,Whole Year,23.735,1427.08,0.082,0.711,Normal,prophet,prophet,26,ok
Haryana,Ambala,Winter,15.913,110.49,0.561,0.074,Normal,prophet,prophet,26,ok
Haryana,Bhiwani,Autumn,25.657,313.14,-0.698,0.403,Normal,prophet,prophet,26,ok
Haryana,Bhiwani,Kharif,29.95,647.61,-0.753,0.481,Normal,prophet,prophet,26,ok
Haryana,Bhiwani,Rabi,19.472,106.77,0.685,0.254,Normal,prophet,prophet,26,ok
Haryana,Bhiwani,Summer,31.016,161.54,0.348,-0.011,Normal,prophet,prophet,27,ok
Haryana,Bhiwani,Whole Year,25.205,805.17,-0.333,0.653,Normal,prophet,prophet,26,ok
Haryana,Bhiwani,Winter,16.689,48.11,0.714,-0.034,Normal,prophet,prophet,26,ok
Haryana,Charkhi Dadri,Autumn,25.966,308.52,-0.688,0.359,Normal,prophet,prophet,26,ok
Haryana,Charkhi Dadri,Kharif,29.947,627.04,-0.991,0.515,Normal,prophet,prophet,26,ok
Haryana,Charkhi Dadri,Rabi,19.982,97.65,0.743,0.259,Normal,prophet,prophet,26,ok
Haryana,Charkhi Dadri,Summer,31.169,149.95,0.3,-0.048,Normal,prophet,prophet,27,ok
Haryana,Charkhi Dadri,Whole Year,25.512,788.32,-0.307,0.802,Normal,prophet,prophet,26,ok
Haryana,Charkhi Dadri,Winter,17.211,43.77,0.717,0.026,Normal,prophet,prophet,26,ok
Haryana,Faridabad,Autumn,25.065,463.01,-0.696,0.884,Normal,prophet,prophet,26,ok
Haryana,Faridabad,Kharif,29.231,721.93,-1.026,0.318,Cooler than normal,prophet,prophet,26,ok
Haryana,Faridabad,Rabi,19.009,117.28,0.121,0.229,Normal,prophet,prophet,26,ok
Haryana,Faridabad,Summer,31.016,137.47,0.068,-0.096,Normal,prophet,prophet,27,ok
Haryana,Faridabad,Whole Year,24.854,850.13,-0.986,0.402,Normal,prophet,prophet,26,ok
Haryana,Faridabad,Winter,16.257,50.47,0.071,0.083,Normal,prophet,prophet,26,ok
Haryana,Fatehabad,Autumn,26.003,279.88,-0.838,1.05,Wetter than normal,prophet,prophet,26,ok
Haryana,Fatehabad,Kharif,30.303,554.48,-0.825,0.769,Normal,prophet,prophet,26,ok
Haryana,Fatehabad,Rabi,19.57,103.59,0.712,0.246,Normal,prophet,prophet,26,ok
Haryana,Fatehabad,Summer,31.105,154.44,0.419,0.098,Normal,prophet,prophet,27,ok
Haryana,Fatehabad,Whole Year,25.445,686.73,-0.207,0.862,Normal,prophet,prophet,26,ok
Haryana,Fatehabad,Winter,16.858,45.65,0.912,-0.108,Normal,prophet,prophet,26,ok
Haryana,Gurugram,Autumn,25.272,389.95,-0.729,0.528,Normal,prophet,prophet,26,ok
Haryana,Gurugram,Kharif,29.447,709.43,-0.982,0.445,Normal,prophet,prophet,26,ok
Haryana,Gurugram,Rabi,19.289,111.81,0.441,0.245,Normal,prophet,prophet,26,ok
Haryana,Gurugram,Summer,30.965,148.95,0.177,-0.069,Normal,prophet,prophet,27,ok
Haryana,Gurugram,Whole Year,25.014,872.72,-0.63,0.691,Normal,prophet,prophet,26,ok
Haryana,Gurugram,Winter,16.543,53.0,0.424,0.097,Normal,prophet,prophet,26,ok
Haryana,Hisar,Autumn,26.588,239.53,-0.627,0.444,Normal,prophet,prophet,26,ok
Haryana,Hisar,Kharif,30.623,542.38,-0.872,0.674,Normal,prophet,prophet,26,ok
Haryana,Hisar,Rabi,20.019,93.16,0.826,0.257,Normal,prophet,prophet,26,ok
Haryana,Hisar,Summer,31.217,154.94,0.382,0.117,Normal,prophet,prophet,27,ok
Haryana,Hisar,Whole Year,25.797,680.61,-0.137,0.918,Normal,prophet,prophet,26,ok
Haryana,Hisar,Winter,17.259,38.08,0.915,-0.118,Normal,prophet,prophet,26,ok
Haryana,Jhajjar,Autumn,25.272,389.95,-0.729,0.528,Normal,prophet,prophet,26,ok
Haryana,Jhajjar,Kharif,29.447,709.43,-0.982,0.445,Normal,prophet,prophet,26,ok
Haryana,Jhajjar,Rabi,19.289,111.81,0.441,0.245,Normal,prophet,prophet,26,ok
Haryana,Jhajjar,Summer,30.965,148.95,0.177,-0.069,Normal,prophet,prophet,27,ok
Haryana,Jhajjar,Whole Year,25.014,872.72,-0.63,0.691,Normal,prophet,prophet,26,ok
Haryana,Jhajjar,Winter,16.543,53.0,0.424,0.097,Normal,prophet,prophet,26,ok
Haryana,Jind,Autumn,25.328,320.92,-0.676,0.473,Normal,prophet,prophet,26,ok
Haryana,Jind,Kharif,29.684,672.42,-0.746,0.499,Normal,prophet,prophet,26,ok
Haryana,Jind,Rabi,19.036,116.48,0.659,0.259,Normal,prophet,prophet,26,ok
Haryana,Jind,Summer,30.746,170.97,0.341,0.034,Normal,prophet,prophet,27,ok
Haryana,Jind,Whole Year,24.917,848.09,-0.26,0.721,Normal,prophet,prophet,26,ok
Haryana,Jind,Winter,16.318,55.52,0.798,-0.049,Normal,prophet,prophet,26,ok
Haryana,Kaithal,Autumn,25.036,386.74,-0.594,0.681,Normal,prophet,prophet,26,ok
Haryana,Kaithal,Kharif,29.334,770.79,-0.78,0.651,Normal,prophet,prophet,26,ok
Haryana,Kaithal,Rabi,18.558,132.52,0.543,0.291,Normal,prophet,prophet,26,ok
Haryana,Kaithal,Summer,30.522,186.6,0.395,0.073,Normal,prophet,prophet,27,ok
Haryana,Kaithal,Whole Year,24.656,958.03,-0.164,0.811,Normal,prophet,prophet,26,ok
Haryana,Kaithal,Winter,15.897,70.4,0.696,-0.006,Normal,prophet,prophet,26,ok
Haryana,Karnal,Autumn,24.717,403.85,-0.609,0.399,Normal,prophet,prophet,26,ok
Haryana,Karnal,Kharif,29.053,835.89,-0.768,0.475,Normal,prophet,prophet,26,ok
Haryana,Karnal,Rabi,18.589,127.7,0.51,0.235,Normal,prophet,prophet,26,ok
Haryana,Karnal,Summer,30.39,185.77,0.203,0.001,Normal,prophet,prophet,27,ok
Haryana,Karnal,Whole Year,24.455,1023.15,-0.417,0.671,Normal,prophet,prophet,26,ok
Haryana,Karnal,Winter,15.918,62.7,0.559,0.021,Normal,prophet,prophet,26,ok
Haryana,Kurukshetra,Autumn,24.557,515.15,-0.296,0.468,Normal,prophet,prophet,26,ok
Haryana,Kurukshetra,Kharif,28.629,1035.85,-0.72,0.586,Normal,prophet,prophet,26,ok
Haryana,Kurukshetra,Rabi,18.419,153.61,0.53,0.284,Normal,prophet,prophet,26,ok
Haryana,Kurukshetra,Summer,30.022,235.1,0.241,0.079,Normal,prophet,prophet,27,ok
Haryana,Kurukshetra,Whole Year,24.268,1236.97,-0.185,0.661,Normal,prophet,prophet,26,ok
Haryana,Kurukshetra,Winter,15.85,81.19,0.562,0.028,Normal,prophet,prophet,26,ok
Haryana,Mahendragarh,Autumn,25.457,308.51,-0.788,0.37,Normal,prophet,prophet,26,ok
Haryana,Mahendragarh,Kharif,29.201,618.83,-1.287,0.541,Cooler than normal,prophet,prophet,26,ok
Haryana,Mahendragarh,Rabi,19.995,89.26,0.664,0.267,Normal,prophet,prophet,26,ok
Haryana,Mahendragarh,Summer,30.999,137.18,0.301,-0.053,Normal,prophet,prophet,27,ok
Haryana,Mahendragarh,Whole Year,25.293,757.6,-0.361,0.798,Normal,prophet,prophet,26,ok
Haryana,Mahendragarh,Winter,17.325,39.63,0.63,0.099,Normal,prophet,prophet,26,ok
Haryana,Nuh,Autumn,25.333,366.44,-0.822,0.454,Normal,prophet,prophet,26,ok
Haryana,Nuh,Kharif,29.303,674.13,-1.189,0.5,Cooler than normal,prophet,prophet,26,ok
Haryana,Nuh,Rabi,19.654,101.46,0.418,0.288,Normal,prophet,prophet,26,ok
Haryana,Nuh,Summer,31.15,135.65,0.147,-0.059,Normal,prophet,prophet,27,ok
Haryana,Nuh,Whole Year,25.189,795.64,-0.757,0.611,Normal,prophet,prophet,26,ok
Haryana,Nuh,Winter,16.92,47.09,0.357,0.168,Normal,prophet,prophet,26,ok
Haryana,Palwal,Autumn,25.24,404.69,-0.817,0.487,Normal,prophet,prophet,26,ok
Haryana,Palwal,Kharif,29.319,717.24,-1.158,0.448,Cooler than normal,prophet,prophet,26,ok
Haryana,Palwal,Rabi,19.325,108.86,0.025,0.292,Normal,prophet,prophet,26,ok
Haryana,Palwal,Summer,31.314,142.68,-0.013,0.045,Normal,prophet,prophet,27,ok
Haryana,Palwal,Whole Year,25.107,830.96,-1.199,0.543,Cooler than normal,prophet,prophet,26,ok
Haryana,Palwal,Winter,16.616,46.29,0.046,0.179,Normal,prophet,prophet,26,ok
Haryana,Panchkula,Autumn,24.102,607.29,-0.05,0.504,Normal,prophet,prophet,26,ok
Haryana,Panchkula,Kharif,27.747,1159.76,-0.618,0.581,Normal,prophet,prophet,26,ok
Haryana,Panchkula,Rabi,18.271,192.85,0.558,0.362,Normal,prophet,prophet,26,ok
Haryana,Panchkula,Summer,28.85,286.56,0.255,0.146,Normal,prophet,prophet,27,ok
Haryana,Panchkula,Whole Year,23.735,1427.08,0.082,0.711,Normal,prophet,prophet,26,ok
Haryana,Panchkula,Winter,15.913,110.49,0.561,0.074,Normal,prophet,prophet,26,ok
Haryana,Panipat,Autumn,24.717,403.85,-0.609,0.399,Normal,prophet,prophet,26,ok
Haryana,Panipat,Kharif,29.053,835.89,-0.768,0.475,Normal,prophet,prophet,26,ok
Haryana,Panipat,Rabi,18.589,127.7,0.51,0.235,Normal,prophet,prophet,26,ok
Haryana,Panipat,Summer,30.39,185.77,0.203,0.001,Normal,prophet,prophet,27,ok
Haryana,Panipat,Whole Year,24.455,1023.15,-0.417,0.671,Normal,prophet,prophet,26,ok
Haryana,Panipat,Winter,15.918,62.7,0.559,0.021,Normal,prophet,prophet,26,ok
Haryana,Rewari,Autumn,25.333,366.44,-0.822,0.454,Normal,prophet,prophet,26,ok
Haryana,Rewari,Kharif,29.303,674.13,-1.189,0.5,Cooler than normal,prophet,prophet,26,ok
Haryana,Rewari,Rabi,19.654,101.46,0.418,0.288,Normal,prophet,prophet,26,ok
Haryana,Rewari,Summer,31.15,135.65,0.147,-0.059,Normal,prophet,prophet,27,ok
Haryana,Rewari,Whole Year,25.189,795.64,-0.757,0.611,Normal,prophet,prophet,26,ok
Haryana,Rewari,Winter,16.92,47.09,0.357,0.168,Normal,prophet,prophet,26,ok
Haryana,Rohtak,Autumn,25.056,367.77,-0.709,0.297,Normal,prophet,prophet,26,ok
Haryana,Rohtak,Kharif,29.373,753.35,-0.877,0.439,Normal,prophet,prophet,26,ok
Haryana,Rohtak,Rabi,18.945,118.29,0.461,0.228,Normal,prophet,prophet,26,ok
Haryana,Rohtak,Summer,30.727,161.15,0.166,-0.07,Normal,prophet,prophet,27,ok
Haryana,Rohtak,Whole Year,24.776,938.63,-0.559,0.724,Normal,prophet,prophet,26,ok
Haryana,Rohtak,Winter,16.216,56.19,0.49,0.044,Normal,prophet,prophet,26,ok
Haryana,Sirsa,Autumn,26.669,261.85,-0.906,1.487,Wetter than normal,prophet,prophet,26,ok
Haryana,Sirsa,Kharif,30.704,537.96,-1.081,1.239,Cooler & Wetter than normal,prophet,prophet,26,ok
Haryana,Sirsa,Rabi,20.108,86.02,0.826,0.194,Normal,prophet,prophet,26,ok
Haryana,Sirsa,Summer,31.415,137.8,0.477,0.091,Normal,prophet,prophet,27,ok
Haryana,Sirsa,Whole Year,25.909,640.65,-0.199,1.224,Wetter than normal,prophet,prophet,26,ok
Haryana,Sirsa,Winter,17.418,37.86,1.031,-0.139,Hotter than normal,prophet,prophet,26,ok
Haryana,Sonipat,Autumn,25.056,367.77,-0.709,0.297,Normal,prophet,prophet,26,ok
Haryana,Sonipat,Kharif,29.373,753.35,-0.877,0.439,Normal,prophet,prophet,26,ok
Haryana,Sonipat,Rabi,18.945,118.29,0.461,0.228,Normal,prophet,prophet,26,ok
Haryana,Sonipat,Summer,30.727,161.15,0.166,-0.07,Normal,prophet,prophet,27,ok
Haryana,Sonipat,Whole Year,24.776,938.63,-0.559,0.724,Normal,prophet,prophet,26,ok
Haryana,Sonipat,Winter,16.216,56.19,0.49,0.044,Normal,prophet,prophet,26,ok
Haryana,Yamunanagar,Autumn,24.309,657.64,-0.133,0.765,Normal,prophet,prophet,26,ok
Haryana,Yamunanagar,Kharif,28.268,1216.77,-0.53,0.73,Normal,prophet,prophet,26,ok
Haryana,Yamunanagar,Rabi,18.366,179.4,0.422,0.28,Normal,prophet,prophet,26,ok
Haryana,Yamunanagar,Summer,29.36,267.93,-0.013,0.08,Normal,prophet,prophet,27,ok
Haryana,Yamunanagar,Whole Year,23.93,1459.1,-0.361,0.841,Normal,prophet,prophet,26,ok
Haryana,Yamunanagar,Winter,15.798,91.84,0.293,0.065,Normal,prophet,prophet,26,ok
Himachal Pradesh,Bilaspur,Autumn,20.196,682.85,0.74,0.712,Normal,prophet,prophet,26,ok
Himachal Pradesh,Bilaspur,Kharif,23.131,1234.0,-0.252,0.802,Normal,prophet,prophet,26,ok
Himachal Pradesh,Bilaspur,Rabi,13.931,310.32,0.537,0.571,Normal,prophet,prophet,26,ok
Himachal Pradesh,Bilaspur,Summer,21.876,377.89,-0.066,0.368,Normal,prophet,prophet,27,ok
Himachal Pradesh,Bilaspur,Whole Year,18.947,1682.16,0.478,1.085,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Bilaspur,Winter,11.954,185.69,0.467,0.19,Normal,prophet,prophet,26,ok
Himachal Pradesh,Chamba,Autumn,14.445,714.77,1.702,0.895,Hotter than normal,prophet,prophet,26,ok
Himachal Pradesh,Chamba,Kharif,17.329,1277.89,1.326,1.124,Hotter & Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Chamba,Rabi,6.488,437.36,0.688,0.445,Normal,prophet,prophet,26,ok
Himachal Pradesh,Chamba,Summer,13.259,448.11,-0.017,0.555,Normal,prophet,prophet,27,ok
Himachal Pradesh,Chamba,Whole Year,11.859,1885.35,0.894,1.888,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Chamba,Winter,4.446,248.51,0.441,0.16,Normal,prophet,prophet,26,ok
Himachal Pradesh,Hamirpur,Autumn,24.211,702.6,-0.393,0.841,Normal,prophet,prophet,26,ok
Himachal Pradesh,Hamirpur,Kharif,27.882,1291.02,-0.812,1.011,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Hamirpur,Rabi,18.024,259.1,0.427,0.471,Normal,prophet,prophet,26,ok
Himachal Pradesh,Hamirpur,Summer,28.094,314.74,0.129,0.388,Normal,prophet,prophet,27,ok
Himachal Pradesh,Hamirpur,Whole Year,23.507,1623.28,-0.092,1.152,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Hamirpur,Winter,15.78,153.08,0.551,0.146,Normal,prophet,prophet,26,ok
Himachal Pradesh,Kangra,Autumn,21.272,770.23,0.572,0.874,Normal,prophet,prophet,26,ok
Himachal Pradesh,Kangra,Kharif,24.397,1402.42,-0.386,1.088,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Kangra,Rabi,14.836,347.55,0.664,0.477,Normal,prophet,prophet,26,ok
Himachal Pradesh,Kangra,Summer,23.056,382.8,-0.002,0.5,Normal,prophet,prophet,27,ok
Himachal Pradesh,Kangra,Whole Year,19.92,1856.87,0.368,1.445,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Kangra,Winter,12.886,200.28,0.733,0.172,Normal,prophet,prophet,26,ok
Himachal Pradesh,Kinnaur,Autumn,5.588,583.44,1.235,0.806,Hotter than normal,prophet,prophet,26,ok
Himachal Pradesh,Kinnaur,Kharif,8.938,1099.6,1.597,1.172,Hotter & Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Kinnaur,Rabi,-3.534,317.03,0.605,0.809,Normal,prophet,prophet,26,ok
Himachal Pradesh,Kinnaur,Summer,2.634,387.62,-0.273,0.675,Normal,prophet,prophet,27,ok
Himachal Pradesh,Kinnaur,Whole Year,1.918,1507.0,0.328,1.413,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Kinnaur,Winter,-5.264,182.69,0.586,0.243,Normal,prophet,prophet,26,ok
Himachal Pradesh,Kullu,Autumn,14.747,648.0,1.371,0.554,Hotter than normal,prophet,prophet,26,ok
Himachal Pradesh,Kullu,Kharif,17.478,1234.64,0.737,0.935,Normal,prophet,prophet,26,ok
Himachal Pradesh,Kullu,Rabi,7.08,381.53,0.587,0.689,Normal,prophet,prophet,26,ok
Himachal Pradesh,Kullu,Summer,13.88,414.55,-0.096,0.482,Normal,prophet,prophet,27,ok
Himachal Pradesh,Kullu,Whole Year,12.363,1779.47,0.838,1.431,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Kullu,Winter,5.097,221.14,0.38,0.218,Normal,prophet,prophet,26,ok
Himachal Pradesh,Lahaul And Spiti,Autumn,-2.889,358.26,0.383,0.42,Normal,prophet,prophet,26,ok
Himachal Pradesh,Lahaul And Spiti,Kharif,1.102,619.41,0.394,0.569,Normal,prophet,prophet,26,ok
Himachal Pradesh,Lahaul And Spiti,Rabi,-12.326,293.69,1.573,0.717,Hotter than normal,prophet,prophet,26,ok
Himachal Pradesh,Lahaul And Spiti,Summer,-6.475,284.45,-0.141,0.504,Normal,prophet,prophet,27,ok
Himachal Pradesh,Lahaul And Spiti,Whole Year,-6.396,1058.41,1.04,1.365,Hotter & Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Lahaul And Spiti,Winter,-14.169,159.65,1.399,-0.028,Hotter than normal,prophet,prophet,26,ok
Himachal Pradesh,Mandi,Autumn,20.196,682.85,0.74,0.712,Normal,prophet,prophet,26,ok
Himachal Pradesh,Mandi,Kharif,23.131,1234.0,-0.252,0.802,Normal,prophet,prophet,26,ok
Himachal Pradesh,Mandi,Rabi,13.931,310.32,0.537,0.571,Normal,prophet,prophet,26,ok
Himachal Pradesh,Mandi,Summer,21.876,377.89,-0.066,0.368,Normal,prophet,prophet,27,ok
Himachal Pradesh,Mandi,Whole Year,18.947,1682.16,0.478,1.085,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Mandi,Winter,11.954,185.69,0.467,0.19,Normal,prophet,prophet,26,ok
Himachal Pradesh,Shimla,Autumn,21.69,628.02,0.189,0.558,Normal,prophet,prophet,26,ok
Himachal Pradesh,Shimla,Kharif,25.096,1137.63,-0.428,0.508,Normal,prophet,prophet,26,ok
Himachal Pradesh,Shimla,Rabi,15.633,242.18,0.452,0.463,Normal,prophet,prophet,26,ok
Himachal Pradesh,Shimla,Summer,25.227,329.41,0.276,0.242,Normal,prophet,prophet,27,ok
Himachal Pradesh,Shimla,Whole Year,20.965,1507.17,0.268,0.79,Normal,prophet,prophet,26,ok
Himachal Pradesh,Shimla,Winter,13.428,144.63,0.364,0.132,Normal,prophet,prophet,26,ok
Himachal Pradesh,Sirmaur,Autumn,22.266,667.08,0.422,0.515,Normal,prophet,prophet,26,ok
Himachal Pradesh,Sirmaur,Kharif,25.63,1187.06,-0.205,0.257,Normal,prophet,prophet,26,ok
Himachal Pradesh,Sirmaur,Rabi,16.648,213.48,0.593,0.338,Normal,prophet,prophet,26,ok
Himachal Pradesh,Sirmaur,Summer,25.865,319.62,0.233,0.127,Normal,prophet,prophet,27,ok
Himachal Pradesh,Sirmaur,Whole Year,21.671,1496.55,0.332,0.453,Normal,prophet,prophet,26,ok
Himachal Pradesh,Sirmaur,Winter,14.377,119.52,0.327,0.099,Normal,prophet,prophet,26,ok
Himachal Pradesh,Solan,Autumn,21.69,628.02,0.189,0.558,Normal,prophet,prophet,26,ok
Himachal Pradesh,Solan,Kharif,25.096,1137.63,-0.428,0.508,Normal,prophet,prophet,26,ok
Himachal Pradesh,Solan,Rabi,15.633,242.18,0.452,0.463,Normal,prophet,prophet,26,ok
Himachal Pradesh,Solan,Summer,25.227,329.41,0.276,0.242,Normal,prophet,prophet,27,ok
Himachal Pradesh,Solan,Whole Year,20.965,1507.17,0.268,0.79,Normal,prophet,prophet,26,ok
Himachal Pradesh,Solan,Winter,13.428,144.63,0.364,0.132,Normal,prophet,prophet,26,ok
Himachal Pradesh,Una,Autumn,24.211,702.6,-0.393,0.841,Normal,prophet,prophet,26,ok
Himachal Pradesh,Una,Kharif,27.882,1291.02,-0.812,1.011,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Una,Rabi,18.024,259.1,0.427,0.471,Normal,prophet,prophet,26,ok
Himachal Pradesh,Una,Summer,28.094,314.74,0.129,0.388,Normal,prophet,prophet,27,ok
Himachal Pradesh,Una,Whole Year,23.507,1623.28,-0.092,1.152,Wetter than normal,prophet,prophet,26,ok
Himachal Pradesh,Una,Winter,15.78,153.08,0.551,0.146,Normal,prophet,prophet,26,ok
Jammu And Kashmir,Anantnag,Autumn,13.989,391.77,1.289,0.749,Hotter than normal,prophet,prophet,26,ok
Jammu And Kashmir,Anantnag,Kharif,17.325,614.91,0.997,0.812,Normal,prophet,prophet,26,ok
Jammu And Kashmir,Anantnag,Rabi,5.365,441.05,0.729,-0.198,Normal,prophet,prophet,26,ok
Jammu And Kashmir,Anantnag,Summer,12.91,436.63,0.419,0.399,Normal,prophet,prophet,27,ok
Jammu And Kashmir,Anantnag,Whole Year,11.26,1337.79,0.981,1.163,Wetter than normal,prophet,prophet,26,ok
Jammu And Kashmir,Anantnag,Winter,2.962,258.69,0.358,-0.473,Normal,prophet,prophet,26,ok
